"Line Number/
мНЛЕП КХМХХ";"Maximum Design Press Mpa g/
лЮЙЯ.ПЮЯВЕРМНЕ ДЮБКЕМХЕ,лоЮ ХГА  ";"Operating Press
Mpa g/
пЮАНВЕЕ ДЮБКЕМХЕ, лоЮ ХГА";"Fluid Medium Group and Pipeline Category per GOST 32569-2013 Tab 5.1
цПСООЮ ЯПЕДШ Х ЙЮРЕЦНПХЪ РПСАНОПНБНДЮ ЯНЦКЮЯМН РЮАКХЖЕ 5.1 цняр 32569-2013 ";"Radiograhic Test/ Ultrasonic Test %/
пЮДХНЦПЮТХВЕЯЙХИ ЙНМРПНКЭ/сКЭРПЮГБСЙНБНИ ЙНМРПНКЭ, %";Liquid penetrant / лagnetic particle test  % / йЮОХККЪПМШИ / ЛЮЦМХРНОНПНЬЙНБШИ ЙНМРПНКЭ %;"Positive Material Identification/
йНМРПНКЭ УХЛХВЕЯЙНЦН ЯНЯРЮБЮ ЛЮРЕПХЮКЮ";"Hardness Test/
хЯОШРЮМХЕ МЮ РБЕПДНЯРЭ"
4-30-311007;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311008;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311009;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311010;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311011;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311012;8.34;0.01;A(А)-I / A(b)-I;1;1;NO/мер;"N/A
м/о"
4-30-311013;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311014;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311015;8.34;7.18;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311016;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311017;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311018;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311019;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311020;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311021;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311022;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311023;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311024;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311025;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311026;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311027;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311028;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311029;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311030;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311031;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311032;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311033;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311034;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311035;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311036;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311037;8.34;7.18;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311038;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311039;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311040;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311041;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311042;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311043;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311044;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311045;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311046;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311047;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311048;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311049;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311050;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311051;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311052;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311053;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311054;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311055;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311058;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311059;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311060;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311061;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311062;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311066;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311067;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311068;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311069;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311070;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311072;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311073;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311074;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311075;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311076;8.34;7.1;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311077;8.34;7.2;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
4-30-311078;8.34;7.2;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
4-30-311080;8.34;7.1;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
4-30-311081;8.34;7.1;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
4-30-311082;8.34;7.1;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
4-30-311083;8.34;7.1;а(Ю)-I / B(a)-I;0.2;1;NO/мер;"N/A
м/о"
4-30-311084;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311085;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311086;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311087;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;YES/дю
4-30-311088;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311089;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311090;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311091;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311092;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311093;8.34;7.09;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311094;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311095;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311096;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311097;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311098;8.34;7;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311099;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311100;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311101;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311103;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311105;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
4-30-311107;0.35;ATM;B-III / C-III;0.02;0;NO/мер;"N/A
м/о"
4-30-311110;8.34;7.2;а(Ю)-I / B(a)-I;1;1;NO/мер;"N/A
м/о"
